clip_id,genre,genre_id,track_path,track_name,clip_path,start_sec,end_sec,duration_sec,segment_idx,track_idx,lyrics_text,lyrics_status,split
blues_007_2,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00007.wav,blues.00007,/Users/ashfaquesami/425_project/data/clips_10s/blues_007_2.wav,20.0,30.0,10.0,2,7,"Yes, he's dead, and he watched me have a morning when I leave home.",ok,train
blues_008_0,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00008.wav,blues.00008,/Users/ashfaquesami/425_project/data/clips_10s/blues_008_0.wav,0.0,10.0,10.0,0,8,"See the pain, see the pain, one time",ok,train
blues_008_1,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00008.wav,blues.00008,/Users/ashfaquesami/425_project/data/clips_10s/blues_008_1.wav,10.0,20.0,10.0,1,8,"For me, one time, for me, for me.",ok,train
blues_008_2,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00008.wav,blues.00008,/Users/ashfaquesami/425_project/data/clips_10s/blues_008_2.wav,20.0,30.0,10.0,2,8,"I don't care what you're talking about, I don't care what you're talking about.",ok,train
blues_009_0,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00009.wav,blues.00009,/Users/ashfaquesami/425_project/data/clips_10s/blues_009_0.wav,0.0,10.0,10.0,0,9,"When you was loving me, I was crying from time to time.",ok,train
blues_009_1,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00009.wav,blues.00009,/Users/ashfaquesami/425_project/data/clips_10s/blues_009_1.wav,10.0,20.0,10.0,1,9,으아잇 와아잇 지금이와 노체,ok,train
blues_009_2,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00009.wav,blues.00009,/Users/ashfaquesami/425_project/data/clips_10s/blues_009_2.wav,20.0,30.0,10.0,2,9,[NO_LYRICS],empty,train
blues_010_0,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00010.wav,blues.00010,/Users/ashfaquesami/425_project/data/clips_10s/blues_010_0.wav,0.0,10.0,10.0,0,10,[NO_LYRICS],empty,train
blues_010_1,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00010.wav,blues.00010,/Users/ashfaquesami/425_project/data/clips_10s/blues_010_1.wav,10.0,20.0,10.0,1,10,[NO_LYRICS],empty,train
blues_010_2,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00010.wav,blues.00010,/Users/ashfaquesami/425_project/data/clips_10s/blues_010_2.wav,20.0,30.0,10.0,2,10,"Oh the gun, you're not good to me.",ok,train
blues_011_0,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00011.wav,blues.00011,/Users/ashfaquesami/425_project/data/clips_10s/blues_011_0.wav,0.0,10.0,10.0,0,11,Serve your right to be alone.,ok,train
blues_011_1,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00011.wav,blues.00011,/Users/ashfaquesami/425_project/data/clips_10s/blues_011_1.wav,10.0,20.0,10.0,1,11,"Sir, you write the stuff on. Sir, you write to be alone.",ok,train
blues_011_2,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00011.wav,blues.00011,/Users/ashfaquesami/425_project/data/clips_10s/blues_011_2.wav,20.0,30.0,10.0,2,11,"Because you're still living the day, done, done, done.",ok,train
blues_012_0,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00012.wav,blues.00012,/Users/ashfaquesami/425_project/data/clips_10s/blues_012_0.wav,0.0,10.0,10.0,0,12,"Oh, man. I had a lot of bad memories.",ok,train
blues_012_1,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00012.wav,blues.00012,/Users/ashfaquesami/425_project/data/clips_10s/blues_012_1.wav,10.0,20.0,10.0,1,12,"Um, um, um, um, um...",ok,train
blues_012_2,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00012.wav,blues.00012,/Users/ashfaquesami/425_project/data/clips_10s/blues_012_2.wav,20.0,30.0,10.0,2,12,I thought the flag was red,ok,train
blues_013_0,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00013.wav,blues.00013,/Users/ashfaquesami/425_project/data/clips_10s/blues_013_0.wav,0.0,10.0,10.0,0,13,"That's what I plan, you're like, you're home, you're home, don't even flow I'm better than I'm better than I'm better than I'm sick",ok,test
blues_013_1,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00013.wav,blues.00013,/Users/ashfaquesami/425_project/data/clips_10s/blues_013_1.wav,10.0,20.0,10.0,1,13,"I don't play as my laptop, just home, even though.",ok,test
blues_013_2,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00013.wav,blues.00013,/Users/ashfaquesami/425_project/data/clips_10s/blues_013_2.wav,20.0,30.0,10.0,2,13,أرشاراً لكل نجن بحبين فيه نعملو أموه أجن,ok,test
blues_014_0,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00014.wav,blues.00014,/Users/ashfaquesami/425_project/data/clips_10s/blues_014_0.wav,0.0,10.0,10.0,0,14,[NO_LYRICS],empty,val
blues_014_1,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00014.wav,blues.00014,/Users/ashfaquesami/425_project/data/clips_10s/blues_014_1.wav,10.0,20.0,10.0,1,14,"Take me my best friend, so you go get lucky, stir her back again.",ok,val
blues_014_2,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00014.wav,blues.00014,/Users/ashfaquesami/425_project/data/clips_10s/blues_014_2.wav,20.0,30.0,10.0,2,14,"He will come on in the kitchen, there is part of baby, baby, baby, baby, baby.",ok,val
blues_015_0,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00015.wav,blues.00015,/Users/ashfaquesami/425_project/data/clips_10s/blues_015_0.wav,0.0,10.0,10.0,0,15,"I beat him up and... Oh, no! Beat it that blow in my head!",ok,train
blues_015_1,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00015.wav,blues.00015,/Users/ashfaquesami/425_project/data/clips_10s/blues_015_1.wav,10.0,20.0,10.0,1,15,"We're loads of moments, got up this morning, not a little bit. Eat what you're going to love, I'll be there.",ok,train
blues_015_2,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00015.wav,blues.00015,/Users/ashfaquesami/425_project/data/clips_10s/blues_015_2.wav,20.0,30.0,10.0,2,15,But I got out of this morning.,ok,train
blues_016_0,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00016.wav,blues.00016,/Users/ashfaquesami/425_project/data/clips_10s/blues_016_0.wav,0.0,10.0,10.0,0,16,I don't care I just don't I don't care I just don't If you cry,ok,train
blues_016_1,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00016.wav,blues.00016,/Users/ashfaquesami/425_project/data/clips_10s/blues_016_1.wav,10.0,20.0,10.0,1,16,"Baiklah, balik! Yutuh! Persah! Tidak beritahu me! Terima kasih!",ok,train
blues_016_2,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00016.wav,blues.00016,/Users/ashfaquesami/425_project/data/clips_10s/blues_016_2.wav,20.0,30.0,10.0,2,16,[NO_LYRICS],empty,train
blues_017_0,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00017.wav,blues.00017,/Users/ashfaquesami/425_project/data/clips_10s/blues_017_0.wav,0.0,10.0,10.0,0,17,"And she gets in really, and thinks she don't want Take my 32, 29, cut her hand",ok,train
blues_017_1,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00017.wav,blues.00017,/Users/ashfaquesami/425_project/data/clips_10s/blues_017_1.wav,10.0,20.0,10.0,1,17,"She got a therese bestie, but I believe it's most too late. She got a therese bestie, but I believe it's most...",ok,train
blues_017_2,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00017.wav,blues.00017,/Users/ashfaquesami/425_project/data/clips_10s/blues_017_2.wav,20.0,30.0,10.0,2,17,"I got a 32, 20, got a make-to-can, so all right.",ok,train
blues_018_0,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00018.wav,blues.00018,/Users/ashfaquesami/425_project/data/clips_10s/blues_018_0.wav,0.0,10.0,10.0,0,18,And they will not let me be.,ok,train
blues_018_1,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00018.wav,blues.00018,/Users/ashfaquesami/425_project/data/clips_10s/blues_018_1.wav,10.0,20.0,10.0,1,18,"I love my baby, I love baby, don't love me.",ok,train
blues_018_2,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00018.wav,blues.00018,/Users/ashfaquesami/425_project/data/clips_10s/blues_018_2.wav,20.0,30.0,10.0,2,18,[NO_LYRICS],empty,train
blues_019_0,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00019.wav,blues.00019,/Users/ashfaquesami/425_project/data/clips_10s/blues_019_0.wav,0.0,10.0,10.0,0,19,And I'm a rarity friend. And I went to the mountain.,ok,train
blues_019_1,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00019.wav,blues.00019,/Users/ashfaquesami/425_project/data/clips_10s/blues_019_1.wav,10.0,20.0,10.0,1,19,I'm all I've got to see And I'm with you tomorrow,ok,train
blues_019_2,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00019.wav,blues.00019,/Users/ashfaquesami/425_project/data/clips_10s/blues_019_2.wav,20.0,30.0,10.0,2,19,"I'm a man, I'm a woman, I'm a woman",ok,train
blues_020_0,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00020.wav,blues.00020,/Users/ashfaquesami/425_project/data/clips_10s/blues_020_0.wav,0.0,10.0,10.0,0,20,I think we're gonna love them man.,ok,test
blues_020_1,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00020.wav,blues.00020,/Users/ashfaquesami/425_project/data/clips_10s/blues_020_1.wav,10.0,20.0,10.0,1,20,"Do it me, you're right now. And it blew up, mama.",ok,test
blues_020_2,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00020.wav,blues.00020,/Users/ashfaquesami/425_project/data/clips_10s/blues_020_2.wav,20.0,30.0,10.0,2,20,"Ja, som alla märda. Vi är bärma!",ok,test
blues_021_0,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00021.wav,blues.00021,/Users/ashfaquesami/425_project/data/clips_10s/blues_021_0.wav,0.0,10.0,10.0,0,21,"Come on, you're fatten, love it, she'd her right.",ok,test
blues_021_1,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00021.wav,blues.00021,/Users/ashfaquesami/425_project/data/clips_10s/blues_021_1.wav,10.0,20.0,10.0,1,21,I'm just reading my baby and I guess you don't read and why.,ok,test
blues_021_2,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00021.wav,blues.00021,/Users/ashfaquesami/425_project/data/clips_10s/blues_021_2.wav,20.0,30.0,10.0,2,21,"I'm a street in my baby, but I can't see no reason why",ok,test
blues_022_0,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00022.wav,blues.00022,/Users/ashfaquesami/425_project/data/clips_10s/blues_022_0.wav,0.0,10.0,10.0,0,22,But you treat me so on kind.,ok,train
blues_022_1,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00022.wav,blues.00022,/Users/ashfaquesami/425_project/data/clips_10s/blues_022_1.wav,10.0,20.0,10.0,1,22,あがみてん あがみてんぞらまま,ok,train
blues_022_2,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00022.wav,blues.00022,/Users/ashfaquesami/425_project/data/clips_10s/blues_022_2.wav,20.0,30.0,10.0,2,22,"네, 네, 네, 네 네, 네, 네 네, 네 아, 아, 아, 미, 빌로, my my",ok,train
blues_023_0,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00023.wav,blues.00023,/Users/ashfaquesami/425_project/data/clips_10s/blues_023_0.wav,0.0,10.0,10.0,0,23,I have a baby to whistle and I have a baby to whistle and I have a baby to whistle,ok,train
blues_023_1,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00023.wav,blues.00023,/Users/ashfaquesami/425_project/data/clips_10s/blues_023_1.wav,10.0,20.0,10.0,1,23,And I have a bird to say.,ok,train
blues_023_2,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00023.wav,blues.00023,/Users/ashfaquesami/425_project/data/clips_10s/blues_023_2.wav,20.0,30.0,10.0,2,23,あがらバンダーラムラーイン ほうぶしろみに行った,ok,train
blues_024_0,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00024.wav,blues.00024,/Users/ashfaquesami/425_project/data/clips_10s/blues_024_0.wav,0.0,10.0,10.0,0,24,There's come home back to fright for no one Bear her phone at night and no,ok,train
blues_024_1,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00024.wav,blues.00024,/Users/ashfaquesami/425_project/data/clips_10s/blues_024_1.wav,10.0,20.0,10.0,1,24,"I got waving then, big bump, clean on entertainers.",ok,train
blues_024_2,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00024.wav,blues.00024,/Users/ashfaquesami/425_project/data/clips_10s/blues_024_2.wav,20.0,30.0,10.0,2,24,I've got women in the big pubs playing on inter-tenancy,ok,train
blues_025_0,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00025.wav,blues.00025,/Users/ashfaquesami/425_project/data/clips_10s/blues_025_0.wav,0.0,10.0,10.0,0,25,I have a little new case. I don't mean it's turning blue.,ok,train
blues_025_1,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00025.wav,blues.00025,/Users/ashfaquesami/425_project/data/clips_10s/blues_025_1.wav,10.0,20.0,10.0,1,25,"And you can't be so hungry, I believe you need to suck.",ok,train
blues_025_2,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00025.wav,blues.00025,/Users/ashfaquesami/425_project/data/clips_10s/blues_025_2.wav,20.0,30.0,10.0,2,25,"And you gave the song, baby, leave me to sing.",ok,train
blues_026_0,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00026.wav,blues.00026,/Users/ashfaquesami/425_project/data/clips_10s/blues_026_0.wav,0.0,10.0,10.0,0,26,"And I said hello, sitin' on, I believe it's time.",ok,train
blues_026_1,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00026.wav,blues.00026,/Users/ashfaquesami/425_project/data/clips_10s/blues_026_1.wav,10.0,20.0,10.0,1,26,[NO_LYRICS],empty,train
blues_026_2,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00026.wav,blues.00026,/Users/ashfaquesami/425_project/data/clips_10s/blues_026_2.wav,20.0,30.0,10.0,2,26,I'm talking side by side Me and the devil,ok,train
blues_027_0,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00027.wav,blues.00027,/Users/ashfaquesami/425_project/data/clips_10s/blues_027_0.wav,0.0,10.0,10.0,0,27,And the day keeps on burning.,ok,val
blues_027_1,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00027.wav,blues.00027,/Users/ashfaquesami/425_project/data/clips_10s/blues_027_1.wav,10.0,20.0,10.0,1,27,I'm a tree. I'm a tree. I'm a tree. I'm a tree.,ok,val
blues_027_2,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00027.wav,blues.00027,/Users/ashfaquesami/425_project/data/clips_10s/blues_027_2.wav,20.0,30.0,10.0,2,27,"If the devil could not see, if the devil could not see, if the devil could not see, and in my heart could not see.",ok,val
blues_028_0,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00028.wav,blues.00028,/Users/ashfaquesami/425_project/data/clips_10s/blues_028_0.wav,0.0,10.0,10.0,0,28,"Take the pride for my mom and say, I'm her son, I know.",ok,train
blues_028_1,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00028.wav,blues.00028,/Users/ashfaquesami/425_project/data/clips_10s/blues_028_1.wav,10.0,20.0,10.0,1,28,"I'm not ravening, this but plain on end of Tennessee.",ok,train
blues_028_2,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00028.wav,blues.00028,/Users/ashfaquesami/425_project/data/clips_10s/blues_028_2.wav,20.0,30.0,10.0,2,28,I got women's in thick fur Play on in the tennis,ok,train
blues_029_0,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00029.wav,blues.00029,/Users/ashfaquesami/425_project/data/clips_10s/blues_029_0.wav,0.0,10.0,10.0,0,29,"We'll meet, we'll meet, say no to now We'll meet, we'll...",ok,train
blues_029_1,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00029.wav,blues.00029,/Users/ashfaquesami/425_project/data/clips_10s/blues_029_1.wav,10.0,20.0,10.0,1,29,"And it's all for the love, love, love, love, love, love, love, love.",ok,train
blues_029_2,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00029.wav,blues.00029,/Users/ashfaquesami/425_project/data/clips_10s/blues_029_2.wav,20.0,30.0,10.0,2,29,I'm coming I'm coming my whole true love,ok,train
blues_030_0,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00030.wav,blues.00030,/Users/ashfaquesami/425_project/data/clips_10s/blues_030_0.wav,0.0,10.0,10.0,0,30,"Playin' boyhood mumbling, payin' you six inch of boyin' blade How the top of my red wing kicker'sin' down",ok,train
blues_030_1,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00030.wav,blues.00030,/Users/ashfaquesami/425_project/data/clips_10s/blues_030_1.wav,10.0,20.0,10.0,1,30,"Money, slippery grade, with the leave of bitch of fat and work granddaddy lay. All we'll ever read, Jimmy and Joe's in fat dying.",ok,train
blues_030_2,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00030.wav,blues.00030,/Users/ashfaquesami/425_project/data/clips_10s/blues_030_2.wav,20.0,30.0,10.0,2,30,Never let you be and you lose if I I don't know I don't know,ok,train
blues_031_0,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00031.wav,blues.00031,/Users/ashfaquesami/425_project/data/clips_10s/blues_031_0.wav,0.0,10.0,10.0,0,31,"Oh, look, look, it's the one I can't blame, no, no, no, no, no, no, no, no, no, no, no, no.",ok,train
blues_031_1,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00031.wav,blues.00031,/Users/ashfaquesami/425_project/data/clips_10s/blues_031_1.wav,10.0,20.0,10.0,1,31,I do day and night be at my own,ok,train
blues_031_2,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00031.wav,blues.00031,/Users/ashfaquesami/425_project/data/clips_10s/blues_031_2.wav,20.0,30.0,10.0,2,31,She knew better fare when a girl at home,ok,train
blues_032_0,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00032.wav,blues.00032,/Users/ashfaquesami/425_project/data/clips_10s/blues_032_0.wav,0.0,10.0,10.0,0,32,"And door, cause for me to go",ok,val
blues_032_1,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00032.wav,blues.00032,/Users/ashfaquesami/425_project/data/clips_10s/blues_032_1.wav,10.0,20.0,10.0,1,32,Back down to the clover,ok,val
blues_032_2,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00032.wav,blues.00032,/Users/ashfaquesami/425_project/data/clips_10s/blues_032_2.wav,20.0,30.0,10.0,2,32,[NO_LYRICS],empty,val
blues_033_0,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00033.wav,blues.00033,/Users/ashfaquesami/425_project/data/clips_10s/blues_033_0.wav,0.0,10.0,10.0,0,33,"Oh, stop trying some day, some year Anyway",ok,train
blues_033_1,blues,0,/Users/ashfaquesami/425_project/data/raw_gtzan/genres_original/blues/blues.00033.wav,blues.00033,/Users/ashfaquesami/425_project/data/clips_10s/blues_033_1.wav,10.0,20.0,10.0,1,33,And I told her I loved her and I did And then when I said goodbye With my suitcase and my,ok,train
